RowId,Location
1,66.59027481079102
2,37.21977138519287
3,29.44742488861084
4,36.50801467895508
5,60.05653953552246
6,37.82182216644287
7,73.60499954223633
8,38.20423221588135
9,36.575340270996094
10,37.37621212005615
11,22.43809747695923
12,37.40003299713135
13,58.367488861083984
14,26.52428913116455
15,80.26404190063477
16,28.516940116882324
17,38.76719856262207
18,26.125391006469727
19,15.552310466766357
20,27.912714958190918
21,49.943756103515625
22,53.41894340515137
23,63.95144462585449
24,75.44078636169434
25,32.83749961853027
26,75.14964866638184
27,48.44517517089844
28,68.98881912231445
29,48.22856140136719
30,83.67193794250488
31,67.12775230407715
32,36.19656944274902
33,27.93889617919922
34,37.28134346008301
35,59.955596923828125
36,37.39954376220703
37,74.30352973937988
38,36.8497953414917
39,35.04281044006348
40,37.96866416931152
41,20.41739273071289
42,38.509772300720215
43,56.606821060180664
44,30.558491706848145
45,80.25054359436035
46,28.862606048583984
47,37.03144454956055
48,30.710360527038574
49,13.457636833190918
50,31.24654769897461
51,49.327972412109375
52,57.527286529541016
53,65.04476737976074
54,76.02703285217285
55,32.708072662353516
56,77.3719539642334
57,49.150211334228516
58,73.67602157592773
59,49.35028266906738
60,85.48859024047852
61,65.73544692993164
62,36.72862243652344
63,31.137033462524414
64,38.05529022216797
65,59.64653205871582
66,37.72079086303711
67,71.80379104614258
68,37.06489849090576
69,36.992923736572266
70,38.564706802368164
71,24.70542812347412
72,39.038832664489746
73,56.405879974365234
74,30.238852500915527
75,77.22022819519043
76,29.32305908203125
77,38.86366081237793
78,30.95658302307129
79,18.193626880645752
80,32.50788116455078
81,49.226566314697266
82,56.136016845703125
83,63.63497543334961
84,74.95591735839844
85,36.27180862426758
86,76.17548561096191
87,49.78080940246582
88,71.11203575134277
89,49.95318031311035
90,83.50384712219238
91,65.58054542541504
92,39.3894567489624
93,29.981380462646484
94,40.497822761535645
95,58.946245193481445
96,40.06430912017822
97,72.37804412841797
98,40.282382011413574
99,36.434638023376465
100,40.79266834259033
101,23.11849594116211
102,41.95014953613281
103,55.525634765625
104,30.470918655395508
105,77.77976417541504
106,31.475492477416992
107,38.55743408203125
108,30.895488739013672
109,16.66571044921875
110,34.26242923736572
111,48.378644943237305
112,53.10930633544922
113,63.774078369140625
114,77.2404613494873
115,33.4220552444458
116,78.16330146789551
117,48.281965255737305
118,71.05816841125488
119,48.567626953125
120,83.45895767211914
121,66.23319053649902
122,37.67402172088623
123,28.60806941986084
124,39.022501945495605
125,59.47262763977051
126,38.356913566589355
127,72.86232376098633
128,38.447407722473145
129,34.97548770904541
130,39.09661388397217
131,22.035834789276123
132,40.410776138305664
133,55.95473098754883
134,27.946746826171875
135,78.91580772399902
136,28.68922233581543
137,36.46460437774658
138,28.835803985595703
139,14.804245948791504
140,31.771794319152832
141,47.57595920562744
142,54.050262451171875
143,63.768768310546875
144,77.1449203491211
145,34.23827934265137
146,78.14120864868164
147,48.098161697387695
148,70.5633716583252
149,48.52859115600586
150,85.14650917053223
151,67.42634010314941
152,37.103485107421875
153,28.58634853363037
154,37.36852169036865
155,60.16706657409668
156,37.8017692565918
157,74.66774940490723
158,38.26223373413086
159,35.563602447509766
160,37.958189964294434
161,21.121700763702393
162,38.60573673248291
163,56.19192695617676
164,29.15120029449463
165,81.14671325683594
166,29.934173583984375
167,38.07854461669922
168,29.33789348602295
169,14.555817604064941
170,30.671725273132324
171,47.04826354980469
172,53.508602142333984
173,63.762474060058594
174,77.09604835510254
175,31.901833534240723
176,77.36103057861328
177,47.17799663543701
178,71.50978660583496
179,47.45098400115967
180,84.32315254211426
181,66.35169982910156
182,34.99240779876709
183,26.368626594543457
184,35.590776443481445
185,59.14567565917969
186,35.72474384307861
187,73.86686897277832
188,35.91862678527832
189,34.067193031311035
190,36.03108787536621
191,18.614612102508545
192,36.8443078994751
193,57.01373863220215
194,25.22410297393799
195,80.18084907531738
196,26.09508991241455
197,36.51991939544678
198,25.189501762390137
199,11.425394296646118
200,27.743213653564453
201,48.90188026428223
202,55.45217514038086
203,63.56335258483887
204,76.16534042358398
205,30.920022010803223
206,76.71140670776367
207,47.97825908660889
208,71.33545303344727
209,48.01476860046387
210,84.25565528869629
211,66.90101623535156
212,36.615943908691406
213,30.35603427886963
214,36.827287673950195
215,60.47463798522949
216,37.60673904418945
217,73.18100166320801
218,37.26987648010254
219,36.513044357299805
220,37.7080078125
221,23.68861484527588
222,37.750102043151855
223,56.98997497558594
224,30.497918128967285
225,79.30768203735352
226,29.581486701965332
227,38.9000301361084
228,30.508586883544922
229,16.969971656799316
230,30.523615837097168
231,49.20471954345703
232,55.7014217376709
233,63.4185905456543
234,74.9381160736084
235,34.49308204650879
236,75.35550498962402
237,48.91164779663086
238,70.77622032165527
239,48.99595069885254
240,83.76615715026855
241,65.60698127746582
242,39.810444831848145
243,31.350050926208496
244,37.900360107421875
245,59.37769889831543
246,40.192002296447754
247,72.29849052429199
248,40.877360343933105
249,37.57016658782959
250,38.99765682220459
251,24.78303623199463
252,38.259138107299805
253,56.095985412597656
254,30.780701637268066
255,79.40877914428711
256,33.172142028808594
257,41.68883228302002
258,29.787497520446777
259,18.026567459106445
260,30.241604804992676
261,47.333985328674316
262,58.26960754394531
263,60.87754440307617
264,78.21121788024902
265,31.01279354095459
266,76.61149406433105
267,46.1308479309082
268,72.3141918182373
269,45.79199981689453
270,85.67588996887207
271,66.43845748901367
272,37.11924648284912
273,29.82261371612549
274,37.201005935668945
275,59.7652702331543
276,37.78371334075928
277,73.39714050292969
278,38.0591983795166
279,36.52090930938721
280,37.83060836791992
281,22.85328197479248
282,38.2406644821167
283,56.878841400146484
284,26.886371612548828
285,79.98124694824219
286,29.32363986968994
287,38.70556926727295
288,27.074801445007324
289,15.746623992919922
290,29.997811317443848
291,48.017051696777344
292,54.94675254821777
293,63.87495803833008
294,74.58063125610352
295,32.78807258605957
296,74.624267578125
297,47.97318649291992
298,68.56245803833008
299,48.29816436767578
300,83.44050407409668
301,67.76894760131836
302,39.119112968444824
303,30.4489688873291
304,36.388275146484375
305,61.55580711364746
306,39.44272327423096
307,74.01861763000488
308,40.79120635986328
309,36.58384323120117
310,37.82276916503906
311,24.1137113571167
312,37.33673572540283
313,57.71847152709961
314,30.41209316253662
315,81.05498886108398
316,33.73797798156738
317,40.532938957214355
318,28.711604118347168
319,17.283217906951904
320,29.217123985290527
321,48.40495491027832
322,53.61451721191406
323,60.22285079956055
324,80.28813171386719
325,33.27417469024658
326,78.5936279296875
327,46.99746322631836
328,71.72596549987793
329,46.46442890167236
330,87.8583984375
331,65.9809398651123
332,38.432973861694336
333,30.898764610290527
334,37.751020431518555
335,59.67601776123047
336,39.158698081970215
337,72.60118675231934
338,39.40159606933594
339,37.26123046875
340,38.72198295593262
341,24.14735984802246
342,38.576966285705566
343,55.91827583312988
344,30.36314105987549
345,79.77381706237793
346,32.43804931640625
347,41.52761363983154
348,29.909242630004883
349,16.84469175338745
350,31.575058937072754
351,48.71641159057617
352,57.28652000427246
353,61.525320053100586
354,78.44060897827148
355,33.68610191345215
356,78.09341239929199
357,47.97117233276367
358,72.82895851135254
359,47.798967361450195
360,85.60133171081543
361,66.03123664855957
362,37.1581335067749
363,29.898616790771484
364,36.136542320251465
365,59.92672348022461
366,37.8167610168457
367,72.00719261169434
368,37.59740924835205
369,35.36652374267578
370,37.10079574584961
371,23.952053546905518
372,36.351173400878906
373,57.111351013183594
374,30.364542961120605
375,77.91601753234863
376,28.85078716278076
377,37.98046588897705
378,29.853086471557617
379,17.61129140853882
380,27.909788131713867
381,46.20126914978027
382,62.57600212097168
383,60.98061561584473
384,76.85510444641113
385,32.418622970581055
386,75.93911933898926
387,46.39001655578613
388,73.43148422241211
389,46.20738887786865
390,85.74229431152344
391,66.09320640563965
392,36.59537887573242
393,27.778249740600586
394,35.99248123168945
395,59.56391143798828
396,37.082427978515625
397,73.33807754516602
398,37.49399471282959
399,34.16152381896973
400,36.55858612060547
401,21.053770065307617
402,36.86476707458496
403,55.84733963012695
404,26.458362579345703
405,79.69128227233887
406,27.446199417114258
407,36.836849212646484
408,26.26926040649414
409,14.179637432098389
410,26.98631000518799
411,45.00640869140625
412,60.71054649353027
413,61.85419464111328
414,73.87056541442871
415,31.967159271240234
416,72.76908302307129
417,46.2949333190918
418,70.06136512756348
419,46.36834716796875
420,82.29305648803711
421,66.80612182617188
422,39.492905616760254
423,31.298014640808105
424,37.43742084503174
425,59.92983055114746
426,40.14518165588379
427,73.71086883544922
428,40.66262340545654
429,37.723883628845215
430,38.90131759643555
431,24.335975646972656
432,37.90045738220215
433,56.51803207397461
